player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Tyler Davis,47743,TE,GB,17,5,0,12,0,,0,,,0,0,,0,0,0,,37.3,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.4,48.6,0,0,9.1,1,11,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0
Demetric Felton Jr.,40568,WR,CLV,5,5,0,8,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.7,0,3,0.0,0,4,1,100.0,4,79.2,1,20.0,0,3,5,5.0,3.0,0.75,4.0,0,50.0,,0,0,0.0,0,0,0,72.1,50.5,0,5,0.0,0,17,2,100.0,17,56.3,4,80.0,0,8,11,5.5,4.0,0.47
Stephen Sullivan,40411,TE,CAR,12,5,0,5,0,,0,,,0,0,,0,0,0,,34.5,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,48.6,0,0,0.0,0,31,0,96.8,30,0.0,0,0.0,0,0,0,,,0.0
Keaontay Ingram,77761,HB,ARZ,10,5,0,1,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.4,0,1,0.0,0,6,1,100.0,6,79.2,1,20.0,0,1,4,4.0,1.0,0.17,,0,,,0,0,,0,0,0,29.8,42.1,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0
Bryan Edwards,28486,WR,ATL,7,5,0,2,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,50.9,0,3,0.0,0,6,1,100.0,6,79.2,1,20.0,0,3,5,5.0,3.0,0.5,9.5,0,50.0,,0,0,0.0,0,0,0,73.4,48.9,0,2,0.0,0,11,1,100.0,11,56.3,2,40.0,0,2,1,1.0,2.0,0.18
Luke Farrell,42353,TE,JAX,12,4,0,15,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,90.8,0,11,0.0,0,5,1,100.0,5,112.5,1,25.0,0,11,13,13.0,11.0,2.2,,0,,,0,0,,0,0,0,70.5,59.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
David Johnson,9519,HB,NO,5,4,0,20,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,75.6,71.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Marcus Jones,55717,CB,NE,5,4,0,19,0,-4.3,3,100.0,,0,0,0.0,0,3,0,90.6,98.8,0,48,0.0,0,8,4,75.0,6,158.3,4,100.0,1,78,95,23.8,19.5,13.0,-4.7,1,100.0,,0,0,0.0,0,2,0,74.6,87.5,0,48,0.0,0,10,3,70.0,7,158.3,3,75.0,1,63,77,25.7,21.0,9.0
Ty Montgomery,9527,HB,NE,1,4,0,19,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,72.1,74.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Lance McCutcheon,61478,WR,LA,8,4,0,26,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,46.9,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0
Ke'Shawn Vaughn,45866,HB,TB,7,4,0,30,0,-4.5,0,100.0,,0,0,0.0,0,0,0,88.7,67.4,0,8,0.0,0,8,2,87.5,7,83.3,2,50.0,0,8,17,8.5,4.0,1.14,,0,,,0,0,,0,0,0,75.6,69.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Blake Bell,9550,TE,KC,4,4,0,16,0,,0,,,0,0,,0,0,0,,33.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,50.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Devin Asiasi,40294,TE,CIN,9,4,0,7,0,,0,,,0,0,,0,0,0,,41.2,0,0,50.0,2,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,44.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Tim Jones,61669,WR,JAX,15,4,0,15,0,-2.0,0,50.0,,0,0,50.0,1,0,0,24.2,31.5,0,7,0.0,0,22,1,95.5,21,58.3,2,50.0,0,7,8,8.0,7.0,0.33,-3.0,0,0.0,,0,0,100.0,1,0,0,28.0,46.4,0,0,0.0,0,15,0,86.7,13,39.6,1,25.0,0,0,0,,,0.0
Spencer Brown,57441,HB,CAR,2,4,0,5,0,-4.0,0,0.0,,0,0,100.0,1,0,0,21.6,21.1,0,0,0.0,0,1,0,100.0,1,39.6,1,25.0,0,0,0,,,0.0,-4.0,0,0.0,,0,0,100.0,1,0,0,28.0,29.9,0,0,0.0,0,1,0,100.0,1,39.6,1,25.0,0,0,0,,,0.0
Keith Kirkwood,48017,WR,NO,5,4,0,20,0,,0,,,0,0,,0,0,0,,46.2,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,13.8,0,50.0,50.0,1,2,33.3,1,1,0,28.0,45.8,0,14,0.0,0,47,2,93.6,44,62.5,4,100.0,0,18,3,1.5,9.0,0.41
Jesper Horsted,91465,TE,LV,7,4,0,23,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4.7,0,100.0,100.0,1,1,0.0,0,0,0,74.6,60.4,0,9,16.7,3,18,3,66.7,12,93.1,3,75.0,0,19,5,1.7,6.3,1.58
Juwann Winfree,38275,WR,GB,3,4,0,12,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1.0,0,0.0,,0,0,100.0,1,0,0,36.2,54.8,0,0,0.0,0,16,0,93.8,15,39.6,1,25.0,0,0,0,,,0.0
Austin Trammell,52195,WR,LA,5,4,0,26,0,,0,,,0,0,,0,0,0,,51.2,0,0,50.0,2,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,8.0,0,50.0,,0,0,0.0,0,0,0,70.5,63.2,0,8,0.0,0,18,1,94.4,17,60.4,2,50.0,0,8,0,0.0,8.0,0.47
Jalen Guyton,34164,WR,LAC,3,4,0,27,0,,0,,,0,0,,0,0,0,,50.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,50.0,0,100.0,100.0,1,1,0.0,0,1,0,72.1,72.4,0,54,0.0,0,3,1,100.0,3,118.8,1,25.0,0,54,4,4.0,54.0,18.0
Penny Hart,13534,WR,SEA,7,4,0,29,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.1,0,2,0.0,0,4,1,50.0,2,79.2,1,25.0,0,2,4,4.0,2.0,1.0,0.5,0,100.0,100.0,1,1,0.0,0,0,0,74.6,64.0,0,3,0.0,0,14,2,85.7,12,79.2,2,50.0,0,5,4,2.0,2.5,0.42
Simi Fehoko,84424,WR,DAL,4,4,0,9,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,0,0,74.6,63.3,0,5,0.0,0,9,1,88.9,8,87.5,1,25.0,0,5,3,3.0,5.0,0.63
Chris Evans,27303,HB,CIN,8,4,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,14.5,0,50.0,100.0,1,1,0.0,0,0,0,75.6,73.1,0,4,0.0,0,7,1,85.7,6,56.3,2,50.0,0,4,0,0.0,4.0,0.67
Jalen Virgil,41991,WR,DEN,8,4,0,10,0,,0,,,0,0,,0,0,0,,54.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,61.0,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0
Ihmir Smith-Marsette,61324,WR,KC,5,3,0,16,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,3.0,0,0.0,,0,0,,0,0,0,27.3,37.7,0,0,0.0,0,10,0,90.0,9,39.6,1,33.3,0,0,0,,,0.0
Trevon Wesco,42018,TE,CHI,11,3,0,6,0,,0,,,0,0,,0,0,0,,34.1,0,0,11.1,1,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,55.1,0,0,50.0,3,6,0,33.3,2,0.0,0,0.0,0,0,0,,,0.0
Tevin Coleman,9506,HB,SF,4,3,0,28,0,-4.0,0,100.0,,0,0,0.0,0,1,0,78.7,92.9,0,9,0.0,0,3,1,100.0,3,143.8,1,33.3,1,9,13,13.0,9.0,3.0,-1.0,0,100.0,,0,0,0.0,0,0,0,74.6,92.4,0,5,0.0,0,4,1,100.0,4,87.5,1,33.3,0,5,6,6.0,5.0,1.25
Dareke Young,111900,WR,SEA,11,3,0,29,0,-5.0,1,100.0,,0,0,0.0,0,1,0,78.7,89.6,0,12,0.0,0,4,1,75.0,3,116.7,1,33.3,0,12,17,17.0,12.0,4.0,-5.0,1,100.0,,0,0,0.0,0,1,0,77.3,64.3,0,12,14.3,2,14,1,78.6,11,116.7,1,33.3,0,12,17,17.0,12.0,1.09
D'Ernest Johnson,45734,HB,CLV,4,3,0,8,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,78.5,0,-2,0.0,0,1,1,100.0,1,79.2,1,33.3,0,-2,3,3.0,-2.0,-2.0,,0,,,0,0,,0,0,0,74.6,58.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Quintez Cephus,29614,WR,DET,4,3,0,11,0,,0,,,0,0,,0,0,0,,50.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,54.0,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Nsimba Webster,48107,WR,CHI,1,3,0,6,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,72.1,44.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Adam Prentice,35639,FB,NO,10,3,0,20,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,40.3,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0
Braylon Sanders,61457,WR,MIA,3,3,0,17,0,,0,,,0,0,,0,0,0,,52.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,46.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Isaiah Spiller,99146,HB,LAC,5,3,0,27,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.0,0,3,14.3,1,7,1,85.7,6,79.2,1,33.3,0,3,7,7.0,3.0,0.5,,0,,,0,0,,0,0,0,70.5,61.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Maxx Williams,9488,TE,ARZ,11,3,0,1,0,,0,,,0,0,,0,0,0,,39.1,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,55.5,0,0,28.6,2,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0
Michael Burton,9601,FB,KC,12,3,0,16,0,-5.0,0,0.0,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,39.6,1,33.3,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,55.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jonathan Ward,25859,HB,TEN,2,3,0,31,0,,0,,,0,0,,0,0,0,,54.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,71.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
John Brown,8726,WR,BUF,4,3,0,4,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,66.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Ben Ellefson,27766,TE,MIN,4,3,0,18,0,,0,,,0,0,,0,0,0,,,0,0,100.0,2,2,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,56.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jalen Tolbert,61637,WR,DAL,7,3,0,9,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,72.1,49.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Miles Boykin,48209,WR,PIT,11,3,0,25,0,,0,,,0,0,,0,0,0,,44.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0.0,0,100.0,,0,0,0.0,0,0,0,68.3,56.5,0,0,0.0,0,8,1,100.0,8,79.2,1,33.3,0,0,0,0.0,0.0,0.0
Jason Cabinda,50714,FB,DET,8,3,0,11,0,,0,,,0,0,,0,0,0,,47.4,0,0,40.0,2,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.4,0,0,16.7,1,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0
Julius Chestnut,109239,HB,TEN,3,3,0,31,0,-4.0,1,100.0,,0,0,0.0,0,1,0,78.7,96.4,0,33,0.0,0,2,1,100.0,2,118.8,1,33.3,0,33,37,37.0,33.0,16.5,,0,,,0,0,,0,0,0,72.1,66.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Lil'Jordan Humphrey,42247,WR,NE,5,3,0,19,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,71.5,0,9,0.0,0,9,1,88.9,8,104.2,1,33.3,0,9,11,11.0,9.0,1.13,5.0,0,50.0,,0,0,0.0,0,0,0,70.5,50.4,0,9,0.0,0,37,1,94.6,35,62.5,2,66.7,0,9,11,11.0,9.0,0.26
Kendall Blanton,47311,TE,LA,4,2,0,26,0,,0,,,0,0,,0,0,0,,50.7,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,74.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Caleb Huntley,57156,HB,ATL,11,2,0,2,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,54.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
KaVontae Turpin,47658,WR,DAL,13,2,0,9,0,4.0,0,100.0,,0,0,0.0,0,0,0,78.7,59.2,0,9,0.0,0,2,1,100.0,2,104.2,1,50.0,0,9,5,5.0,9.0,4.5,8.0,0,100.0,100.0,1,1,0.0,0,0,0,72.1,52.3,0,8,0.0,0,24,1,95.8,23,100.0,1,50.0,0,8,0,0.0,8.0,0.35
Anthony McFarland Jr.,57289,HB,PIT,1,2,0,25,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,96.8,0,12,0.0,0,1,1,100.0,1,116.7,1,50.0,0,12,14,14.0,12.0,12.0,,0,,,0,0,,0,0,0,70.5,69.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Drew Sample,47259,TE,CIN,2,2,0,7,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,68.7,0,-4,50.0,1,2,1,50.0,1,79.2,1,50.0,0,-4,0,0.0,-4.0,-4.0,,0,,,0,0,,0,0,0,64.7,51.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Larry Rountree III,57308,HB,LAC,3,2,0,27,0,-7.5,0,100.0,,0,0,0.0,0,1,0,84.5,92.9,0,13,0.0,0,4,2,100.0,4,95.8,2,100.0,0,14,29,14.5,7.0,3.5,,0,,,0,0,,0,0,0,72.1,83.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Gus Edwards,46027,HB,BLT,10,2,0,3,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,94.7,0,13,0.0,0,2,1,100.0,2,118.8,1,50.0,0,13,18,18.0,13.0,6.5,,0,,,0,0,,0,0,0,68.3,53.5,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Benny Snell Jr.,45954,HB,PIT,3,2,0,25,0,,0,,,0,0,,0,0,0,,50.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,73.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Trayveon Williams,45775,HB,CIN,6,2,0,7,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,15.0,1,100.0,,0,0,0.0,0,1,0,73.4,91.7,0,24,0.0,0,2,1,100.0,2,118.8,1,50.0,0,24,9,9.0,24.0,12.0
Sean McKeon,42266,TE,DAL,13,2,0,9,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,50.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Charlie Woerner,42257,TE,SF,13,2,0,28,0,,0,,,0,0,,0,0,0,,39.0,0,0,10.0,1,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,25.5,35.9,0,0,16.7,2,12,0,75.0,9,0.0,0,0.0,0,0,0,,,0.0
Kene Nwangwu,40547,HB,MIN,3,2,0,18,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,94.3,0,16,0.0,0,2,1,100.0,2,118.8,1,50.0,0,16,19,19.0,16.0,8.0,,0,,,0,0,,0,0,0,68.3,73.2,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jaelon Darden,61522,WR,CLV,8,2,0,8,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,56.4,0,1,0.0,0,3,1,100.0,3,79.2,1,50.0,0,1,5,5.0,1.0,0.33,-4.0,0,100.0,,0,0,0.0,0,0,0,70.5,58.0,0,1,0.0,0,17,1,82.4,14,79.2,1,50.0,0,1,5,5.0,1.0,0.07
Feleipe Franks,40217,QB,ATL,8,2,0,2,0,,0,,,0,0,,0,0,0,,45.2,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0
Daylen Baldwin,64309,WR,CLV,1,2,0,8,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,15.0,0,100.0,100.0,1,1,0.0,0,1,0,70.5,86.0,0,15,0.0,0,1,1,100.0,1,118.8,1,50.0,0,15,0,0.0,15.0,15.0
Justin Herbert,28237,QB,LAC,18,2,0,27,0,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,86,0,1.2,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,60.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Tanner Conner,22777,TE,MIA,6,2,0,17,0,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,24.4,28.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jeremy Ruckert,84029,TE,NYJ,3,2,0,22,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,2.0,0,0.0,,0,0,100.0,1,0,0,25.5,29.0,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0
Mason Schreck,12007,TE,HST,3,2,0,13,0,,0,,,0,0,,0,0,0,,52.5,0,0,66.7,2,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,100.0,1,1,0.0,0,0,0,68.3,58.6,0,0,0.0,0,1,1,100.0,1,79.2,1,50.0,0,0,-3,-3.0,0.0,0.0
Pharoh Cooper,10751,WR,ARZ,3,2,0,1,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.4,0,3,0.0,0,4,1,100.0,4,79.2,1,50.0,0,3,6,6.0,3.0,0.75,-3.0,0,100.0,,0,0,0.0,0,0,0,68.3,53.3,0,3,0.0,0,8,1,100.0,8,79.2,1,50.0,0,3,6,6.0,3.0,0.38
Deonte Harty,91470,WR,NO,4,2,0,20,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.5,0,4,0.0,0,3,1,100.0,3,83.3,1,50.0,0,4,8,8.0,4.0,1.33,,0,,,0,0,,0,0,0,73.4,47.4,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Jason Moore,91472,WR,LAC,6,2,0,27,0,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,13.0,0,50.0,0.0,0,1,0.0,0,0,0,70.5,50.5,0,5,0.0,0,6,1,100.0,6,56.3,2,100.0,0,5,0,0.0,5.0,0.83
Mike Davis,9559,HB,BLT,7,2,0,3,0,,0,,,0,0,,0,0,0,,55.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,51.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Keith Smith,9302,FB,ATL,16,2,0,2,0,,0,,,0,0,,0,0,0,,45.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,50.3,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
Richard Rodgers,8733,TE,LAC,10,2,0,27,0,,0,,,0,0,,0,0,0,,37.4,0,0,28.6,2,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,48.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Tyrion Davis-Price,99169,HB,SF,4,2,0,28,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,48.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Giovani Bernard,7818,HB,TB,1,2,0,30,0,-7.0,0,100.0,,0,0,0.0,0,0,0,78.7,65.2,0,-7,0.0,0,4,1,100.0,4,79.2,1,50.0,0,-7,0,0.0,-7.0,-1.75,,0,,,0,0,,0,0,0,68.3,53.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Zach Wilson,82096,QB,NYJ,9,1,0,22,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,33,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,90.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Dwayne Washington,10870,HB,NO,6,1,0,20,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,52.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Kamu Grugier-Hill,10842,LB,ARZ,1,1,0,1,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jeff Driskel,10841,QB,HST,6,1,0,13,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,7,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,56.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Penei Sewell,81788,T,DET,17,1,0,11,0,,0,,,0,0,,0,0,0,,53.2,0,0,98.5,67,68,0,0.0,0,0.0,0,0.0,0,0,0,,,,2.0,0,100.0,,0,0,0.0,0,1,0,68.3,84.7,0,9,0.0,0,2,1,50.0,1,104.2,1,100.0,0,9,7,7.0,9.0,9.0
Erik Ezukanma,78148,WR,MIA,1,1,0,17,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,64.3,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,7,7.0,3.0,3.0,,0,,,0,0,,0,0,0,70.5,60.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Godwin Igwebuike,49166,HB,SEA,1,1,0,29,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,69.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Maurice Alexander,33465,WR,DET,3,1,0,11,0,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,55.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jaret Patterson,77745,HB,WAS,1,1,0,32,0,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,55.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jared Goff,10635,QB,DET,17,1,0,11,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,68,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,58.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
